"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","price_30","price_60","price_90","price_365","revenue_30","revenue_60","revenue_90","revenue_365"
"3748","bologna","2020-08-31",43209514,"San Donato - San Vitale",44.5056,11.35445,"Entire apartment","Entire home/apt","4","1",2,"$129.00","2",1125,6,35,65,209,129.041666666667,129.36,129.36,167.435897435897,3097,3234,3234,26120
"3749","bologna","2020-08-31",43211775,"Santo Stefano",44.48822,11.34166,"Entire apartment","Entire home/apt","4","1",2,"$108.00","2",1125,30,60,90,215,NA,NA,NA,144.393333333333,0,0,0,21659
"3750","bologna","2020-08-31",43233856,"Navile",44.50671,11.34519,"Entire apartment","Entire home/apt","6","3",3,"$400.00","15",1125,29,59,89,181,100,100,100,100,100,100,100,18400
"3751","bologna","2020-08-31",43234256,"Santo Stefano",44.49412,11.34609,"Entire apartment","Entire home/apt","4","1",2,"$86.00","30",1125,29,59,89,179,86,86,86,86,86,86,86,15996
"3752","bologna","2020-08-31",43235015,"Santo Stefano",44.49378,11.34759,"Entire apartment","Entire home/apt","6","2",3,"$100.00","30",1125,29,59,89,269,100,100,100,100,100,100,100,9600
"3753","bologna","2020-08-31",43235079,"Santo Stefano",44.49402,11.34585,"Entire apartment","Entire home/apt","6","2",3,"$200.00","30",1125,29,59,89,179,200,200,200,200,200,200,200,37200
"3754","bologna","2020-08-31",43236126,"Navile",44.5103,11.3367,"Private room in hostel","Private room","4","1",4,"$99.00","1",7,25,54,84,359,99,99,99,99,495,594,594,594
"3755","bologna","2020-08-31",43247541,"Santo Stefano",44.49351,11.35216,"Entire apartment","Entire home/apt","4","1",2,"$55.00","2",1125,15,45,47,139,55,55,55,55,825,825,2365,12430
"3756","bologna","2020-08-31",43255351,"Porto - Saragozza",44.49976,11.34355,"Entire apartment","Entire home/apt","4","1",4,"$63.00","1",1125,19,47,69,154,64.9090909090909,69.8461538461538,133.904761904762,368.502369668246,714,908,2812,77754
"3757","bologna","2020-08-31",43265443,"Porto - Saragozza",44.49132,11.32781,"Entire apartment","Entire home/apt","4","1",1,"$147.00","2",1125,27,57,87,331,141.666666666667,141.666666666667,141.666666666667,281.264705882353,425,425,425,9563
"3758","bologna","2020-08-31",43266073,"Santo Stefano",44.49895,11.34588,"Entire apartment","Entire home/apt","4","2",2,"$85.00","2",1125,25,54,84,359,85,85,85,85,425,510,510,510
"3759","bologna","2020-08-31",43272992,"Porto - Saragozza",44.49707,11.33922,"Private room in condominium","Private room","2","1",1,"$67.00","1",1125,29,59,89,295,61,61,61,1479.44285714286,61,61,61,103561
"3760","bologna","2020-08-31",43273245,"Porto - Saragozza",44.49696,11.33901,"Private room in condominium","Private room","2","1",1,"$55.00","1",1125,19,49,79,353,68.0909090909091,68.0909090909091,68.0909090909091,187.416666666667,749,749,749,2249
"3761","bologna","2020-08-31",43283062,"San Donato - San Vitale",44.50224,11.37019,"Entire apartment","Entire home/apt","3","1",3,"$50.00","2",30,0,22,52,327,50,50,50,50,1500,1900,1900,1900
"3762","bologna","2020-08-31",43316911,"Santo Stefano",44.4887,11.35333,"Entire apartment","Entire home/apt","9","3",6,"$168.00","2",1125,28,58,88,363,168,168,168,168,336,336,336,336
"3763","bologna","2020-08-31",43316913,"Santo Stefano",44.49985,11.35216,"Entire apartment","Entire home/apt","6","",3,"$108.00","2",1125,28,58,88,363,108,108,108,108,216,216,216,216
